"Early Release, Subject to Revision",...2,...3,...4,...5,...6,...7,...8,...9,...10,...11,...12,...13,...14,...15,...16,...17
P227,332450,662,Pedro Bay Village Council,Pedro Bay,Pedro Bay_grid,Bristol Bay,0.219,0,0.219,0,0,0,0,0,AEA PH Assessment,"Part of the Alaska Power Company's grid in the Upper Lynn Canal service area.Haines, Covenant Life; Klukwan; Chilkat Valley; Skagway"
P228,332460,24,Pelican Utility,Pelican,Pelican_grid,Southeast,2.4,0,1,1.4,0,0,0,0,EIA860,NA
P229,NA,212,"Petersburg, City of",Blind Slough,SEAPA_grid,Southeast,14.499999999999998,0,12.899999999999999,1.6,0,0,0,0,EIA860,NA
P23,331150,2,Alaska Power & Telephone Company,Hydaburg,Prince of Wales Is._grid,Southeast,1.4450000000000001,0,1.4450000000000001,0,0,0,0,0,AEA PH Assessment,Shungnak; Kobuk
P230,332480,425,Pilot Point Electric Utility,Pilot Point,Pilot Point_grid,Bristol Bay,0.49700000000000005,0,0.29700000000000004,0,0.2,0,0,0,AEA PH Assessment,NA
P231,332490,NA,"Platinum, City of",Platinum,Platinum_grid,Lower Yukon-Kuskokwim,0.12,0,0.12,0,0,0,0,0,AEA PH Assessment,"Craig; Klawock; Thorne Bay, Kasaan; Hollis; Hydaburg; Coffman Cove; Naukati Bay"
P232,332500,399,Port Heiden Utilities,Port Heiden,Port Heiden_grid,Bristol Bay,0.70200000000000007,0,0.70200000000000007,0,0,0,0,0,AEA PH Assessment,NA
P233,332510,395,Puvurnaq Power Company,Kongiganak,Kongiganak_grid,Lower Yukon-Kuskokwim,2.62,0,1.8499999999999999,0,0.47500000000000003,0,0.29499999999999998,0,NA,NA
P234,332520,759,Rampart Village Council,Rampart,Rampart_grid,Yukon-Koyukuk/Upper Tanana,0.26,0,0.26,0,0,0,0,0,AEA PH Assessment,NA
P235,NA,NA,Renewable IPP,Willow Solar,Railbelt_grid,Railbelt,1.3399999999999999,0,0,0,0,1.3399999999999999,0,0,AEA,NA
P236,332530,364,"Ruby, City of",Ruby,Ruby_grid,Yukon-Koyukuk/Upper Tanana,0.52700000000000002,0,0.52700000000000002,0,0,0,0,0,AEA PH Assessment,NA
P237,332550,410,"Saint George, City of",Saint George,Saint George_grid,Aleutians,0.92499999999999993,0,0.83,0,9.5000000000000001E-2,0,0,0,AEA PH Assessment,Stebbins; Saint Michael
P238,332560,339,Saint Paul Municipal Electric,Saint Paul,Saint Paul_grid,Aleutians,2.65,0,2.65,0,0,0,0,0,AEA PH Assessment,NA
P239,NA,108,"Seward, City of",Seward,Railbelt_grid,Railbelt,15.600000000000001,0,15.600000000000001,0,0,0,0,0,EIA860,NA
P24,NA,2,Alaska Power & Telephone Company,Klawock Power Generation Station,Prince of Wales Is._grid,Southeast,2.5,0,2.5,0,0,0,0,0,EIA860,NA
P240,NA,100,"Sitka, City & Borough of",Blue Lake Hydro,Sitka_grid,Southeast,15.899999999999999,0,0,15.899999999999999,0,0,0,0,EIA860,Provides power to the City of Saint Paul
P241,NA,100,"Sitka, City & Borough of",Green Lake,Sitka_grid,Southeast,18.600000000000001,0,0,18.600000000000001,0,0,0,0,EIA860,NA
P242,NA,100,"Sitka, City & Borough of",Jarvis Street,Sitka_grid,Southeast,25.6,0,25.6,0,0,0,0,0,EIA860,NA
P243,NA,NA,"South Fork Hydro, LLC",South Fork Hydro (Eagle River),Railbelt_grid,Railbelt,1.2,0,0,1.2,0,0,0,0,AEA,Tooksook Bay; Tununak; Nightmute
P244,NA,NA,Southeast Alaska Power Agency,Tyee Lake Hydroelectric Facility,SEAPA_grid,Southeast,22.6,0,0,22.6,0,0,0,0,EIA860,NA
P246,332570,709,Stevens Village Ira Council,Stevens Village,Stevens Village_grid,Yukon-Koyukuk/Upper Tanana,0.28999999999999998,0,0.28999999999999998,0,0,0,0,0,AEA PH Assessment,"Tok; Tanacross; Tetlin; Dot Lake, Dot Lake Village"
P247,332580,394,Takotna Community Assoc Inc,Takotna,Takotna_grid,Yukon-Koyukuk/Upper Tanana,0.16700000000000001,0,0.16700000000000001,0,0,0,0,0,AEA PH Assessment,"Part of the Alaska Power Company's grid in the Upper Lynn Canal service area.Haines, Covenant Life; Klukwan; Chilkat Valley; Skagway"
P248,332590,447,Tanalian Electric Cooperative,Port Alsworth,Port Alsworth_grid,Bristol Bay,0.81499999999999995,0,0.81499999999999995,0,0,0,0,0,AEA PH Assessment,NA
P249,332600,92,Tanana Power Company Inc,Tanana,Tanana_grid,Yukon-Koyukuk/Upper Tanana,1.6050000000000002,0,1.6050000000000002,0,0,0,0,0,AEA PH Assessment,NA
P25,331180,2,Alaska Power & Telephone Company,Northway,Northway_grid,Yukon-Koyukuk/Upper Tanana,1.0990000000000002,0,1.0990000000000002,0,0,0,0,0,EIA860,NA
P250,332610,573,Tatitlek Village Ira Council,Tatitlek,Tatitlek_grid,Copper River/Chugach,0,0,0,0,0,0,0,0,NA,No Data
P251,331005,704,TDX Adak Generating LLC,Adak,Adak_grid,Aleutians,0,0,0,0,0,0,0,0,NA,No Data
P252,332540,749,TDX Corporation,Sand Point,Sand Point_grid,Aleutians,3.88,0,2.88,0,1,0,0,0,AEA PH Assessment,NA
P253,332200,72,TDX Manley Generating LLC,Manley Hot Springs,Manley Hot Springs_grid,Yukon-Koyukuk/Upper Tanana,0.23600000000000002,0,0.23600000000000002,0,0,0,0,0,AEA PH Assessment,"Bettles, Evansville"
P254,NA,227,TDX North Slope Generating Company,TNSG North Plant,Deadhorse_grid,North Slope,25.7,25.4,0.3,0,0,0,0,0,EIA860,NA
P255,NA,227,TDX North Slope Generating Company,TNSG South Plant,Deadhorse_grid,North Slope,7.8000000000000007,0,7.8000000000000007,0,0,0,0,0,EIA860,NA
P256,332630,363,"Tenakee Springs, City of",Tenakee Springs,Tenakee Springs_grid,Southeast,0.42,0,0.24,0.18,0,0,0,0,AEA,"In addition to Fairbanks, the GVEA service area includes 25 other communities."
P257,NA,NA,Tesoro Alaska Company,Tesoro Kenai Cogeneration Plant,Railbelt_grid,Railbelt,8.6,8.6,0,0,0,0,0,0,EIA860,NA
P258,332710,664,Tuluksak Traditional,Tuluksak,Tuluksak_grid,Lower Yukon-Kuskokwim,0.44999999999999996,0,0.44999999999999996,0,0,0,0,0,AEA PH Assessment,"The KEA service area includes the communities of Port Lions, Chiniak, Womens Bay and Woody Island."
P259,332720,344,Tuntutuliak Community,Tuntutuliak,Tuntutuliak_grid,Lower Yukon-Kuskokwim,2.4649999999999999,0,1.6949999999999998,0,0.47500000000000003,0,0.29499999999999998,0,NA,NA
P26,331190,2,Alaska Power & Telephone Company,Skagway,UpperLynnCanal_grid,Southeast,4.3849999999999998,0,3.3850000000000002,1,0,0,0,0,EIA860,Shungnak; Kobuk
P260,332730,729,Twin Hills Village Council,Twin Hills,Twin Hills_grid,Bristol Bay,0.34099999999999997,0,0.34099999999999997,0,0,0,0,0,AEA PH Assessment,"In addition to Valdez, the CVEA service area includes 14 other communities."
P261,332740,242,Umnak Power Company,Nikolski,Nikolski_grid,Aleutians,6.5000000000000002E-2,0,0,0,6.5000000000000002E-2,0,0,0,AEA,"Craig; Klawock; Thorne Bay, Kasaan; Hollis; Hydaburg; Coffman Cove; Naukati Bay"
P262,332850,741,Unalakleet Valley Electric Cooperative,Unalakleet,Unalakleet_grid,Bering Straits,2.5,0,1.9,0,0.6,0,0,0,EIA860,"Bethel, Oscarville; Napakiak"
P263,NA,106,"Unalaska, City of",Dutch Harbor,Unalaska_grid,Aleutians,21.900000000000002,0,21.900000000000002,0,0,0,0,0,EIA860,NA
P264,NA,106,"Unalaska, City of",Unalaska Power Module,Unalaska_grid,Aleutians,1.25,0,1.1000000000000001,0,0,0,0,0,City of Unalaska,"Bethel, Oscarville; Napakiak"
P265,332870,375,Ungusraq Power Company,Newtok,Newtok_grid,Lower Yukon-Kuskokwim,0.379,0,0.379,0,0,0,0,0,AEA PH Assessment,"In addition to Fairbanks, the GVEA service area includes 25 other communities."
P266,NA,NA,Unisea Inc,Unisea G 2,Unalaska_grid,Aleutians,17.5,0,17.5,0,0,0,0,0,EIA860,NA
P267,NA,452,University of Alaska,University of Alaska Fairbanks,Railbelt_grid,Railbelt,39.6,30,9.6,0,0,0,0,0,EIA860,NA
P268,NA,NA,US Air Force Eielson AFB,Eielson AFB Central Heat & Power Plant,Railbelt_grid,Railbelt,31,25,6,0,0,0,0,0,EIA860,NA
P27,331195,2,Alaska Power & Telephone Company,Slana Generating Station,Slana_grid,Copper River/Chugach,1.0720000000000001,0,1.0720000000000001,0,0,0,0,0,EIA860,NA
P270,332880,663,Venetie Village Electric,Venetie,Venetie_grid,Yukon-Koyukuk/Upper Tanana,0.495,0,0.495,0,0,0,0,0,AEA PH Assessment,"The KEA service area includes the communities of Port Lions, Chiniak, Womens Bay and Woody Island."
P271,NA,NA,Westward Seafoods Inc,Westward Seafoods,Unalaska_grid,Aleutians,6.6000000000000005,0,6.6000000000000005,0,0,0,0,0,EIA860,NA
P272,332890,409,"White Mountain, City of",White Mountain,WhiteMountain_grid,Bering Straits,0.38200000000000001,0,0.38200000000000001,0,0,0,0,0,AEA PH Assessment,"In addition to Fairbanks, the GVEA service area includes 25 other communities."
P273,NA,111,"Wrangell, City of",Wrangell,SEAPA_grid,Southeast,8.5,0,8.5,0,0,0,0,0,EIA860,NA
P275,NA,NA,NA,Marathon Hydro,Railbelt_grid,Railbelt,0.16,0,0,0.16,0,0,0,0,AEA,"Craig; Klawock; Thorne Bay, Kasaan; Hollis; Hydaburg; Coffman Cove; Naukati Bay"
P276,NA,NA,NA,McRoberts Creek,NA,NA,0.125,0,0,0.125,0,0,0,0,AEA,"Part of the Alaska Power Company's grid in the Upper Lynn Canal service area.Haines, Covenant Life; Klukwan; Chilkat Valley; Skagway"
P278,331155,240,"Inside Passage Elec Coop, Inc",Klawock,Prince of Wales Is._grid,Southeast,0,0,0,0,0,0,0,0,NA,No Data
P28,331210,2,Alaska Power & Telephone Company,Thorne Bay Plant,Prince of Wales Is._grid,Southeast,1,0,1,0,0,0,0,0,EIA860,NA
P29,331220,2,Alaska Power & Telephone Company,Tok,Tok_grid,Yukon-Koyukuk/Upper Tanana,5.21,0,5.21,0,0,0,0,0,AEA PH Assessment,NA
P293,NA,760,"Haida Energy, Inc.",Hiilangaay Hydro,Prince of Wales Is._grid,Southeast,5,0,0,5,0,0,0,0,EIA860,NA
P296,NA,8,Chugach Electric Assn Inc,Chugach Storage,Railbelt_grid,Railbelt,3,0,0,0,0,0,2,1,AEA,NA
P297,NA,749,TDX Corporation,TDX Saint Paul Wind,Saint Paul_grid,Aleutians,0.22500000000000001,0,0,0,0.22500000000000001,0,0,0,NA,"Part of the Alaska Power Company's grid in the Upper Lynn Canal service area.Haines, Covenant Life; Klukwan; Chilkat Valley; Skagway"
P298,NA,NA,Juniper Creek Hydroetlectric,Juniper Creek Hydroelectric Project,Railbelt_grid,Railbelt,0.3,0,0,0.3,0,0,0,0,ADN,"In addition to Anchorage, the CEA service area includes eight other communities."
P3,331020,412,Akiachak Native Community,Akiachak,Akiachak_grid,Lower Yukon-Kuskokwim,1.5,0,1.5,0,0,0,0,0,AEA PH Assessment,NA
P30,331050,2,Alaska Power & Telephone Company,Allakaket,Allakaket_grid,Yukon-Koyukuk/Upper Tanana,0,0,0,0,0,0,0,0,NA,"Craig; Klawock; Thorne Bay, Kasaan; Hollis; Hydaburg; Coffman Cove; Naukati Bay"
P31,331060,2,Alaska Power & Telephone Company,Bettles,Bettles_grid,Yukon-Koyukuk/Upper Tanana,0.6,0,0.6,0,0,0,0,0,AEA PH Assessment,NA
P32,331070,2,Alaska Power & Telephone Company,Chistochina,Slana_grid,Copper River/Chugach,0,0,0,0,0,0,0,0,NA,No Data
P33,331080,2,Alaska Power & Telephone Company,Coffman Cove,Prince of Wales Is._grid,Southeast,0.7,0,0.7,0,0,0,0,0,AEA PH Assessment,NA
P34,331110,2,Alaska Power & Telephone Company,Eagle,Eagle_grid,Yukon-Koyukuk/Upper Tanana,0.55400000000000005,0,0.53,0,0,2.4E-2,0,0,NA,NA
P35,332010,2,Alaska Power & Telephone Company,Gustavus,Gustavus_grid,Southeast,2.2000000000000002,0,1.4,0.8,0,0,0,0,NA,NA
P36,331130,2,Alaska Power & Telephone Company,Healy Lake,Healy Lake_grid,Yukon-Koyukuk/Upper Tanana,0.10100000000000001,0,0.10100000000000001,0,0,0,0,0,AEA PH Assessment,"Craig; Klawock; Thorne Bay, Kasaan; Hollis; Hydaburg; Coffman Cove; Naukati Bay"
P37,331140,2,Alaska Power & Telephone Company,Hollis,Prince of Wales Is._grid,Southeast,0,0,0,0,0,0,0,0,NA,No Data
P4,331030,635,Akiak City Council,Akiak,Akiak_grid,Lower Yukon-Kuskokwim,0.92,0,0.92,0,0,0,0,0,AEA PH Assessment,NA
P40,331230,2,Alaska Power & Telephone Company,Whale Pass,Whale_Pass_grid,Southeast,0.61199999999999999,0,0.61199999999999999,0,0,0,0,0,AEA PH Assessment,NA
P41,NA,2,Alaska Power & Telephone Company,Dewey LakesÂ ,UpperLynnCanal_grid,Southeast,0.94299999999999995,0,0,0.94299999999999995,0,0,0,0,AEA,Stebbins; Saint Michael
P42,NA,2,Alaska Power & Telephone Company,Lutak,UpperLynnCanal_grid,Southeast,1.7849999999999999,0,1.5,0.28499999999999998,0,0,0,0,AEA,NA
P43,331170,2,Alaska Power & Telephone Company,Naukati Bay,Prince of Wales Is._grid,Southeast,0.32,0,0.32,0,0,0,0,0,AEA PH Assessment,"In addition to Anchorage, the CEA service area includes eight other communities."
P45,331240,169,Alaska Village Electric Cooperative,Alakanuk,Alakanuk_grid,Lower Yukon-Kuskokwim,0.8,0,0.8,0,0,0,0,0,EIA860,NA
P46,331250,169,Alaska Village Electric Cooperative,Ambler,Ambler_grid,Northwest Arctic,1.1000000000000001,0,1.1000000000000001,0,0,0,0,0,EIA860,Tooksook Bay; Tununak; Nightmute
P47,331800,169,Alaska Village Electric Cooperative,Bethel,Bethel_grid,Lower Yukon-Kuskokwim,13.5,0,12.6,0,0.9,0,0,0,EIA860,NA
P48,331270,169,Alaska Village Electric Cooperative,Brevig Mission,Brevig Mission_grid,Bering Straits,1,0,1,0,0,0,0,0,EIA860,NA
P49,331280,169,Alaska Village Electric Cooperative,Chevak,Chevak_grid,Lower Yukon-Kuskokwim,2.2000000000000002,0,1.8,0,0.4,0,0,0,EIA860,NA
P5,331040,293,"Akutan, City of",Akutan,Akutan_grid,Aleutians,0.505,0,0.4,0.105,0,0,0,0,AEA,NA
P50,331300,169,Alaska Village Electric Cooperative,Elim,Elim_grid,Bering Straits,1.31,0,1.31,0,0,0,0,0,EIA860,NA
P51,331310,169,Alaska Village Electric Cooperative,Emmonak,Emmonak_grid,Lower Yukon-Kuskokwim,3.5999999999999996,0,3.1999999999999997,0,0.4,0,0,0,EIA860,NA
P52,331320,169,Alaska Village Electric Cooperative,Gambell,Gambell_grid,Bering Straits,2.25,0,1.9500000000000002,0,0.3,0,0,0,EIA860,"Iliamna, Newhalen, Nondalton"
P53,331360,169,Alaska Village Electric Cooperative,Hooper Bay,Hooper Bay_grid,Lower Yukon-Kuskokwim,2.5,0,2.2000000000000002,0,0.3,0,0,0,EIA860,NA
P54,331390,169,Alaska Village Electric Cooperative,Kasigluk,Kasigluk_grid,Lower Yukon-Kuskokwim,3.306,0,3.0060000000000002,0,0.3,0,0,0,EIA860,NA
P55,331400,169,Alaska Village Electric Cooperative,Kiana,Kiana_grid,Northwest Arctic,1.2,0,1.2,0,0,0,0,0,EIA860,"Saint Mary's, Andreafsky; Pitkas Point; Mountain Village"
P56,331410,169,Alaska Village Electric Cooperative,Kivalina,Kivalina_grid,Northwest Arctic,1.1000000000000001,0,1.1000000000000001,0,0,0,0,0,EIA860,Kasigluk; Nunapitchuk
P57,332120,169,Alaska Village Electric Cooperative,Kotlik,Kotlik_grid,Lower Yukon-Kuskokwim,1.3900000000000001,0,1.3900000000000001,0,0,0,0,0,AEA PH Assessment,NA
P58,331420,169,Alaska Village Electric Cooperative,Koyuk,Koyuk_grid,Bering Straits,1.0489999999999999,0,1.0489999999999999,0,0,0,0,0,AEA PH Assessment,Emmonak; Alakanuk
P59,331440,169,Alaska Village Electric Cooperative,Marshall,Marshall_grid,Lower Yukon-Kuskokwim,1.1499999999999999,0,1.1499999999999999,0,0,0,0,0,AEA PH Assessment,NA
P6,NA,1,Alaska Electric Light & Power Company,Annex Creek,Juneau_grid,Southeast,4,0,0,4,0,0,0,0,EIA860,NA
P60,331470,169,Alaska Village Electric Cooperative,Mountain Village,Saint Mary's_grid,Lower Yukon-Kuskokwim,2.2999999999999998,0,2.2999999999999998,0,0,0,0,0,EIA860,NA
P61,331480,169,Alaska Village Electric Cooperative,New Stuyahok,New Stuyahok_grid,Bristol Bay,1.2310000000000001,0,1.2310000000000001,0,0,0,0,0,EIA860,Receives power from (Upper) Kalskag via intertie. Refer to (Upper) Kalskag for fuel use and cost data.Kalskag; Lower Kalskag
P62,331500,169,Alaska Village Electric Cooperative,Noatak,Noatak_grid,Northwest Arctic,1.252,0,1.252,0,0,0,0,0,EIA860,NA
P63,331510,169,Alaska Village Electric Cooperative,Noorvik,Noorvik_grid,Northwest Arctic,1.6489999999999998,0,1.6259999999999999,0,0,2.3E-2,0,0,EIA860,NA
P64,331530,169,Alaska Village Electric Cooperative,Nunapitchuk,Nunapitchuk_grid,Lower Yukon-Kuskokwim,0.5,0,0.5,0,0,0,0,0,EIA860,"In addition to Anchorage, the CEA service area includes eight other communities."
P65,331550,169,Alaska Village Electric Cooperative,Pilot Station,Pilot Station_grid,Lower Yukon-Kuskokwim,1.5009999999999999,0,1.5009999999999999,0,0,0,0,0,EIA860,NA
P66,331570,169,Alaska Village Electric Cooperative,Quinhagak,Quinhagak_grid,Lower Yukon-Kuskokwim,1.58,0,1.28,0,0.3,0,0,0,EIA860,NA
P67,331660,169,Alaska Village Electric Cooperative,Saint Mary's,Saint Mary's_grid,Lower Yukon-Kuskokwim,3.18,0,2.2800000000000002,0,0.9,0,0,0,EIA860,NA
P68,331590,169,Alaska Village Electric Cooperative,Savoonga,Savoonga_grid,Bering Straits,1.7,0,1.5,0,0.2,0,0,0,EIA860,NA
P69,331600,169,Alaska Village Electric Cooperative,Scammon Bay,Scammon Bay_grid,Lower Yukon-Kuskokwim,1.08,0,1.08,0,0,0,0,0,AEA PH Assessment,Kasigluk; Nunapitchuk
P7,NA,1,Alaska Electric Light & Power Company,Auke Bay,Juneau_grid,Southeast,36.199999999999996,33.699999999999996,2.5,0,0,0,0,0,EIA860,NA
P70,331610,169,Alaska Village Electric Cooperative,Selawik,Selawik_grid,Northwest Arctic,2.5099999999999998,0,2.25,0,0.26,0,0,0,EIA860,NA
P71,331640,169,Alaska Village Electric Cooperative,Shishmaref,Shishmaref_grid,Bering Straits,1.4359999999999999,0,1.4359999999999999,0,0,0,0,0,EIA860,NA
P72,331650,169,Alaska Village Electric Cooperative,Shungnak,Shungnak_grid,Northwest Arctic,1.9589999999999999,0,1.5,0,0,0.224,0.23499999999999999,0,NWAB,NA
P73,331670,169,Alaska Village Electric Cooperative,Saint Michael,Stebbins_grid,Bering Straits,0.7,0,0.7,0,0,0,0,0,EIA860,NA
P74,331680,169,Alaska Village Electric Cooperative,Stebbins,Stebbins_grid,Bering Straits,2.1120000000000001,0,2.1120000000000001,0,0,0,0,0,EIA860,NA
P75,331690,169,Alaska Village Electric Cooperative,Togiak,Togiak_grid,Bristol Bay,2.6339999999999999,0,2.6339999999999999,0,0,0,0,0,EIA860,NA
P76,331700,169,Alaska Village Electric Cooperative,Toksook Bay,Toksook Bay_grid,Lower Yukon-Kuskokwim,2.1060000000000003,0,2.0060000000000002,0,0.1,0,0,0,EIA860,NA
P77,331720,169,Alaska Village Electric Cooperative,Upper Kalskag,Upper Kalskag_grid,Lower Yukon-Kuskokwim,1.1000000000000001,0,1.1000000000000001,0,0,0,0,0,EIA860,"Saint Mary's, Andreafsky; Pitkas Point; Mountain Village"
P78,332900,169,Alaska Village Electric Cooperative,Yakutat,Yakutat_grid,Southeast,4.17,0,4.17,0,0,0,0,0,EIA860,NA
P79,331260,169,Alaska Village Electric Cooperative,Anvik,Anvik_grid,Yukon-Koyukuk/Upper Tanana,0.43999999999999995,0,0.43999999999999995,0,0,0,0,0,AEA PH Assessment,"The KEA service area includes the communities of Port Lions, Chiniak, Womens Bay and Woody Island."
P8,NA,1,Alaska Electric Light & Power Company,Gold Creek,Juneau_grid,Southeast,9.6999999999999993,0,8.1,1.6,0,0,0,0,EIA860,NA
P80,331290,169,Alaska Village Electric Cooperative,Eek,Eek_grid,Lower Yukon-Kuskokwim,1.1199999999999999,0,1.1199999999999999,0,0,0,0,0,AEA PH Assessment,NA
P81,331950,169,Alaska Village Electric Cooperative,Ekwok,Ekwok_grid,Southeast,0.32,0,0.32,0,0,0,0,0,AEA PH Assessment,"In addition to Anchorage, the CEA service area includes eight other communities."
P82,331330,169,Alaska Village Electric Cooperative,Goodnews Bay,Goodnews Bay_grid,Lower Yukon-Kuskokwim,0.64200000000000002,0,0.64200000000000002,0,0,0,0,0,AEA PH Assessment,NA
P83,331340,169,Alaska Village Electric Cooperative,Grayling,Grayling_grid,Yukon-Koyukuk/Upper Tanana,0.373,0,0.373,0,0,0,0,0,AEA PH Assessment,"In addition to Fairbanks, the GVEA service area includes 25 other communities."
P84,331350,169,Alaska Village Electric Cooperative,Holy Cross,Holy Cross_grid,Yukon-Koyukuk/Upper Tanana,0.64,0,0.64,0,0,0,0,0,AEA PH Assessment,NA
P85,331370,169,Alaska Village Electric Cooperative,Huslia,Huslia_grid,Yukon-Koyukuk/Upper Tanana,0.79600000000000004,0,0.79600000000000004,0,0,0,0,0,AEA PH Assessment,NA
P86,331380,169,Alaska Village Electric Cooperative,Kaltag,Kaltag_grid,Yukon-Koyukuk/Upper Tanana,0.78260000000000007,0,0.77300000000000002,0,0,9.5999999999999992E-3,0,0,AEA PH Assessment,"Cordova, Eyak"
P87,331450,169,Alaska Village Electric Cooperative,Mekoryuk,Mekoryuk_grid,Lower Yukon-Kuskokwim,0.90300000000000002,0,0.70300000000000007,0,0.2,0,0,0,AEA PH Assessment,NA
P88,331460,169,Alaska Village Electric Cooperative,Minto,Minto_grid,Yukon-Koyukuk/Upper Tanana,0.70799999999999996,0,0.70799999999999996,0,0,0,0,0,AEA PH Assessment,"Cordova, Eyak"
P89,331490,169,Alaska Village Electric Cooperative,Nightmute,Toksook Bay_grid,Lower Yukon-Kuskokwim,0.32500000000000001,0,0.32500000000000001,0,0,0,0,0,AEA PH Assessment,"In addition to Anchorage, the CEA service area includes eight other communities."
P9,NA,1,Alaska Electric Light & Power Company,Industrial Plant,Juneau_grid,Southeast,41.7,41.7,0,0,0,0,0,0,EIA860,NA
P90,331520,169,Alaska Village Electric Cooperative,Nulato,Nulato_grid,Yukon-Koyukuk/Upper Tanana,1.002,0,1.002,0,0,0,0,0,AEA PH Assessment,NA
P91,331540,169,Alaska Village Electric Cooperative,Old Harbor,Old Harbor_grid,Kodiak,1,0,1,0,0,0,0,0,AEA PH Assessment,NA
P93,331580,169,Alaska Village Electric Cooperative,Russian Mission,Russian Mission_grid,Lower Yukon-Kuskokwim,0.90400000000000003,0,0.90400000000000003,0,0,0,0,0,AEA PH Assessment,NA
P94,331620,169,Alaska Village Electric Cooperative,Shageluk,Shageluk_grid,Yukon-Koyukuk/Upper Tanana,0.39500000000000002,0,0.39500000000000002,0,0,0,0,0,AEA PH Assessment,"In addition to Fairbanks, the GVEA service area includes 25 other communities."
P95,331630,169,Alaska Village Electric Cooperative,Shaktoolik,Shaktoolik_grid,Bering Straits,0.9850000000000001,0,0.78500000000000003,0,0.2,0,0,0,AEA PH Assessment,NA
P96,331685,169,Alaska Village Electric Cooperative,Teller,Teller_grid,Bering Straits,1.0499999999999998,0,1.0499999999999998,0,0,0,0,0,AEA PH Assessment,NA
P97,331710,169,Alaska Village Electric Cooperative,Tununak,Toksook Bay_grid,Lower Yukon-Kuskokwim,0.32500000000000001,0,0.32500000000000001,0,0,0,0,0,AEA PH Assessment,"In addition to Anchorage, the CEA service area includes eight other communities."
P98,331730,169,Alaska Village Electric Cooperative,Wales,Wales_grid,Bering Straits,0.495,0,0.495,0,0,0,0,0,AEA PH Assessment,"The KEA service area includes the communities of Port Lions, Chiniak, Womens Bay and Woody Island."
