AEA Plant ID,eia_plant_id,PCE reporting ID,plant_name,AEA_operator Id,eia_operator_id,OPERATOR_Operator_name,INTERTIE_Current Intertie ID,INTERTIE_Current Intertie name,Currently Reports to EIA,Currently Reports to PCE,combined_heat_power,nameplate_capacity,OPERATOR_sector__id,OPERATOR_sector__name,OPERATOR_sector__number,Primary voltage,Primary voltage 2,Phases,Latitude,longitude,"status (OP, SB, OA)",Notes
P77,57054.0,331720.0,Upper Kalskag,AEA-006,221.0,Alaska Village Electric Cooperative,052-2005,Upper Kalskag_grid,1.0,1.0,False,1.1,1.0,Electric Utility,1.0,13.47, ,,61.526858,-160.348128,OP,
P78,6637.0,332900.0,Yakutat,AEA-006,221.0,Alaska Village Electric Cooperative,091-0000,Yakutat_grid,1.0,1.0,True,4.16,1.0,Electric Utility,1.0,4.16, ,,59.544553,-139.724306,OP,
P79,6310.0,331260.0,Anvik,AEA-006,221.0,Alaska Village Electric Cooperative,036-0000,Anvik_grid,0.0,1.0,True,0.503,1.0,Electric Utility,1.0,7.2,,,62.65611,-160.20667,OP,
P80,6312.0,331290.0,Eek,AEA-006,221.0,Alaska Village Electric Cooperative,041-0000,Eek_grid,0.0,1.0,True,0.579,1.0,Electric Utility,1.0,7.2,,,60.21889,-162.02444,OP,
P81,,331950.0,Ekwok,AEA-006,221.0,Alaska Village Electric Cooperative,208-0000,Ekwok_grid,0.0,1.0,False,,1.0,Electric Utility,1.0,7.2,,,,,OP,
P82,6316.0,331330.0,Goodnews Bay,AEA-006,221.0,Alaska Village Electric Cooperative,047-0000,Goodnews Bay_grid,0.0,1.0,True,0.661,1.0,Electric Utility,1.0,7.2,,,59.11889,-161.5875,OP,
P83,6317.0,331340.0,Grayling,AEA-006,221.0,Alaska Village Electric Cooperative,048-0000,Grayling_grid,0.0,1.0,False,0.607,1.0,Electric Utility,1.0,7.2,,,62.90361,-160.06472,OP,
P84,6318.0,331350.0,Holy Cross,AEA-006,221.0,Alaska Village Electric Cooperative,049-0000,Holy Cross_grid,0.0,1.0,False,0.6930000000000001,1.0,Electric Utility,1.0,7.2,,,62.19944,-159.77139,OP,
P85,6320.0,331370.0,Huslia,AEA-006,221.0,Alaska Village Electric Cooperative,051-0000,Huslia_grid,0.0,1.0,True,0.8,1.0,Electric Utility,1.0,7.2,,,65.69861,-156.39972,OP,
P86,6322.0,331380.0,Kaltag,AEA-006,221.0,Alaska Village Electric Cooperative,054-0000,Kaltag_grid,0.0,1.0,True,0.835,1.0,Electric Utility,1.0,7.2,,,64.32722,-158.72194,OP,
P87,6327.0,331450.0,Mekoryuk,AEA-006,221.0,Alaska Village Electric Cooperative,062-0000,Mekoryuk_grid,0.0,1.0,True,0.849,1.0,Electric Utility,1.0,7.2,,,60.38806,-166.185,OP,
P88,6328.0,331460.0,Minto,AEA-006,221.0,Alaska Village Electric Cooperative,063-0000,Minto_grid,0.0,1.0,True,0.647,1.0,Electric Utility,1.0,7.2,,,65.15333,-149.33694,OP,
P89,,331490.0,Nightmute,AEA-006,221.0,Alaska Village Electric Cooperative,088-2008,Toksook Bay_grid,0.0,1.0,False,0.34400000000000003,1.0,Electric Utility,1.0,7.2,,,60.47944,-164.72389,,
P90,6332.0,331520.0,Nulato,AEA-006,221.0,Alaska Village Electric Cooperative,068-0000,Nulato_grid,0.0,1.0,False,0.989,1.0,Electric Utility,1.0,7.2,,,64.71944,-158.10306,OP,
P91,6557.0,331540.0,Old Harbor,AEA-006,221.0,Alaska Village Electric Cooperative,069-0000,Old Harbor_grid,0.0,1.0,False,0.706,1.0,Electric Utility,1.0,7.2,,,57.20278,-153.30389,OP,
P92,,331560.0,Pitkas Point,AEA-006,221.0,Alaska Village Electric Cooperative,075-2020,Saint Mary's_grid,0.0,1.0,False,,1.0,Electric Utility,1.0,7.2,,,,,,
P93,7049.0,331580.0,Russian Mission,AEA-006,221.0,Alaska Village Electric Cooperative,072-0000,Russian Mission_grid,0.0,1.0,True,0.842,1.0,Electric Utility,1.0,7.2,,,61.785,-161.32028,,
P94,6343.0,331620.0,Shageluk,AEA-006,221.0,Alaska Village Electric Cooperative,079-0000,Shageluk_grid,0.0,1.0,False,0.41000000000000003,1.0,Electric Utility,1.0,7.2,,,62.68222,-159.56194,OP,
P95,6344.0,331630.0,Shaktoolik,AEA-006,221.0,Alaska Village Electric Cooperative,080-0000,Shaktoolik_grid,0.0,1.0,True,0.8,1.0,Electric Utility,1.0,7.2,,,64.33389,-161.15389,OP,
P96,,331685.0,Teller,AEA-006,221.0,Alaska Village Electric Cooperative,085-0000,Teller_grid,0.0,1.0,False,0.75,1.0,Electric Utility,1.0,7.2,,,65.26361,-166.36083,OP,
P96,,332620.0,Teller,AEA-006,221.0,Alaska Village Electric Cooperative,085-0000,Teller_grid,0.0,1.0,False,0.75,1.0,Electric Utility,1.0,7.2,,,65.26361,-166.36083,OP,
P97,6350.0,331710.0,Tununak,AEA-006,221.0,Alaska Village Electric Cooperative,088-2008,Toksook Bay_grid,0.0,1.0,False,0.34400000000000003,1.0,Electric Utility,1.0,7.2,,,60.58513,-165.25549,,
P98,6351.0,331730.0,Wales,AEA-006,221.0,Alaska Village Electric Cooperative,090-0000,Wales_grid,0.0,1.0,False,0.5720000000000001,1.0,Electric Utility,1.0,7.2,,,65.60917,-168.0875,OP,
P99,6321.0,331430.0,Lower Kalskag,AEA-006,221.0,Alaska Village Electric Cooperative,052-2005,Upper Kalskag_grid,0.0,1.0,False,,,,,,,,,,,
P100,,331740.0,Karluk,AEA-007,,Alutiiq Power Company,092-0000,Karluk_grid,0.0,1.0,False,0.12,1.0,Electric Utility,1.0,,,,57.57021,-154.45433,OP,
P281,54222.0,,Alyeska Seafoods,AEA-161,431.0,Alyeska Seafoods Inc,,,0.0,0.0,,,,,,,,,,,,
P101,75.0,,Anchorage 1,AEA-109,599.0,Anchorage Municipal Light and Power,215-1985,Railbelt_grid,1.0,0.0,False,77.9,1.0,Electric Utility,1.0,115.0, ,,61.2221,-149.8661,OP,
P102,77.0,,Eklutna Hydro Project,AEA-109,599.0,Anchorage Municipal Light and Power,215-1985,Railbelt_grid,1.0,0.0,False,44.4,1.0,Electric Utility,1.0,115.0, ,,61.475211,-149.15009,OP,
P103,6559.0,,George M Sullivan Generation Plant 2,AEA-109,599.0,Anchorage Municipal Light and Power,215-1985,Railbelt_grid,1.0,0.0,False,346.9,1.0,Electric Utility,1.0,115.0, ,,61.229713,-149.716744,OP,
P104,,,AWWU Conduit,AEA-109,599.0,Anchorage Municipal Light and Power,215-1985,Railbelt_grid,0.0,0.0,False,,1.0,Electric Utility,1.0,115.0,,,,,,
P105,7182.0,331760.0,Aniak,AEA-009,4959.0,Aniak Light & Power,093-0000,Aniak_grid,1.0,1.0,False,1.7,1.0,Electric Utility,1.0,2.4, ,,61.580678,-159.535643,OP,
P106,,331770.0,Arctic Village,AEA-010,,Arctic Village Electric Company,094-0000,Arctic Village_grid,0.0,1.0,True,0.395,1.0,Electric Utility,1.0,7.2,,,,,OP,
P107,,331750.0,Atka,AEA-011,,"Atka, City of",095-0000,Atka_grid,0.0,1.0,True,0.257,1.0,Electric Utility,1.0,7.2,,,52.19611,-174.20056,OP,
P108,,331780.0,Atmautluak,AEA-012,,Atmautluak Tribal Utilities,096-0000,Atmautluak_grid,0.0,1.0,True,1.104,1.0,Electric Utility,1.0,7.2,,,60.86694,-162.27306,OP,
P109,79.0,,Aurora Energy LLC,AEA-114,986.0,Aurora Energy LLC,215-1985,Railbelt_grid,1.0,0.0,True,27.5,2.0,NAICS-22 Cogen,3.0,12.5, ,,64.847743,-147.735063,OP,
P110,7173.0,,Barrow,AEA-134,1276.0,Barrow Utilities & Electric Cooperative Inc.,221-0000,Utqiagvik_grid,1.0,0.0,False,20.3,1.0,Electric Utility,1.0,4.16, ,,71.292,-156.7786,OP,
P111,,331790.0,Beaver,AEA-013,,Beaver Joint Utilities,097-0000,Beaver_grid,0.0,1.0,True,0.492,1.0,Electric Utility,1.0,7.2,,,66.35944,-147.39639,OP,
P112,,331810.0,Birch Creek,AEA-015,,Birch Creek Electric Company,098-0000,Birch Creek_grid,0.0,1.0,False,0.028,1.0,Electric Utility,1.0,7.2,,,66.25619,-145.84967,OP,
P288,54155.0,,Lisburne Production Center,AEA-166,1388.0,BP Exploration Alaska,,,0.0,0.0,,,,,,,,,,,,
P113,,331820.0,Buckland,AEA-016,,"Buckland, City of",099-0000,Buckland_grid,0.0,1.0,True,1.127,1.0,Electric Utility,1.0,7.2,,,65.97972,-161.12306,OP,
P114,,331840.0,Chalkyitsik,AEA-019,,Chalkyitsik Village Council,100-0000,Chalkyitsik_grid,0.0,1.0,True,0.327,1.0,Electric Utility,1.0,7.2,,,66.65444,-143.72222,OP,
P115,,331850.0,Chenega Bay,AEA-020,,Chenega Ira Council,101-0000,Chenega_grid,0.0,1.0,True,0.198,1.0,Electric Utility,1.0,7.2,,,60.06571,-148.01038,OP,
P116,,331870.0,Chignik Lagoon,AEA-023,,Chignik Lagoon Power Utility,102-0000,Chignik Lagoon_grid,0.0,1.0,True,0.465,1.0,Electric Utility,1.0,7.2,,,56.30995,-158.53142,OP,
P117,,331880.0,Chignik Lake,AEA-022,,Chignik Lake Electric Utility,103-0000,Chignik Lake_grid,0.0,1.0,True,0.447,1.0,Electric Utility,1.0,7.2,,,,,OP,
P118,,331860.0,Chignik Bay,AEA-021,,"Chignik, City of",104-0000,Chignik_grid,0.0,1.0,True,0.577,1.0,Electric Utility,1.0,7.2,,,,,OP,
P119,,331890.0,Chitina,AEA-024,,Chitina Electric Inc,105-0000,Chitina_grid,0.0,1.0,True,0.35100000000000003,1.0,Electric Utility,1.0,7.2,,,61.51583,-144.43694,OP,
P120,96.0,,Beluga,AEA-132,3522.0,Chugach Electric Assn Inc,215-1985,Railbelt_grid,1.0,0.0,False,312.4,1.0,Electric Utility,1.0,138.0, ,,61.1861,-151.0356,,
P121,6291.0,,Cooper Lake,AEA-132,3522.0,Chugach Electric Assn Inc,215-1985,Railbelt_grid,1.0,0.0,False,19.4,1.0,Electric Utility,1.0,69.0, ,,60.392331,-149.665603,OP,
P122,6293.0,,International,AEA-132,3522.0,Chugach Electric Assn Inc,215-1985,Railbelt_grid,1.0,0.0,False,30.0,1.0,Electric Utility,1.0,138.0, ,,61.168972,-149.911038,OP,
P123,57036.0,,Southcentral Power Project,AEA-132,3522.0,Chugach Electric Assn Inc,215-1985,Railbelt_grid,1.0,0.0,False,203.9,1.0,Electric Utility,1.0,138.0, ,,61.167417,-149.905304,OP,
P124,,331900.0,Circle,AEA-025,,Circle Electric Utility,106-0000,Circle_grid,0.0,1.0,False,0.27,1.0,Electric Utility,1.0,2.4,,,65.82556,-144.06056,OP,
P125,,331910.0,Clark's Point,AEA-026,,"Clark's Point, City of",107-0000,Clark's Point_grid,0.0,1.0,True,0.446,1.0,Electric Utility,1.0,7.2,,,,,OP,
P290,54154.0,,Seawater Treatment Plant,AEA-169,14811.0,Conoco Phillips Alaska Inc,,,0.0,0.0,,,,,,,,,,,,
P126,58982.0,,Allison Creek Hydro,AEA-103,4329.0,"Copper Valley Elec Assn, Inc",216-1982,CopperValley_grid,1.0,0.0,False,6.5,1.0,Electric Utility,1.0,14.4,138,,61.084444,-146.353333,OP,
P127,6305.0,,Glennallen,AEA-103,4329.0,"Copper Valley Elec Assn, Inc",216-1982,CopperValley_grid,1.0,0.0,False,10.7,1.0,Electric Utility,1.0,138.0,14.4,,62.110415,-145.532529,OP,
P128,390.0,,Solomon Gulch,AEA-103,4329.0,"Copper Valley Elec Assn, Inc",216-1982,CopperValley_grid,1.0,0.0,False,12.0,1.0,Electric Utility,1.0,14.4,138,,61.0828,-146.3033,OP,
P129,6306.0,,Valdez,AEA-103,4329.0,"Copper Valley Elec Assn, Inc",216-1982,CopperValley_grid,1.0,0.0,False,8.2,1.0,Electric Utility,1.0,138.0,14.4,,61.1303,-146.3647,OP,
P130,7841.0,,Valdez Cogen,AEA-103,4329.0,"Copper Valley Elec Assn, Inc",216-1982,CopperValley_grid,1.0,0.0,True,5.3,1.0,Electric Utility,1.0,14.4,138,,61.0839,-146.2529,OP,
P131,62714.0,,Eyak Service Center BESS,AEA-027,40215.0,Cordova Electric Cooperative,014-1990,Cordova_grid,0.0,,False,,,Electric Utility,1.0,,,,60.54047,-145.74079,OP,
P132,7042.0,,Humpback Creek,AEA-027,40215.0,Cordova Electric Cooperative,014-1990,Cordova_grid,1.0,,False,1.2,1.0,Electric Utility,1.0,13.0, ,,60.612822,-145.679411,OP,
P133,789.0,,Orca,AEA-027,40215.0,Cordova Electric Cooperative,014-1990,Cordova_grid,1.0,,False,10.7,1.0,Electric Utility,1.0,13.0, ,,60.555889,-145.752983,OP,
P134,7862.0,,Power Creek,AEA-027,40215.0,Cordova Electric Cooperative,014-1990,Cordova_grid,1.0,,False,6.0,1.0,Electric Utility,1.0,13.0, ,,60.588686,-145.604539,OP,
P292,,331920.0,"Cordova, Eyak",AEA-027,40215.0,Cordova Electric Cooperative,014-1990,Cordova_grid,0.0,1.0,False,,1.0,Electric Utility,1.0,13.0,,,60.555889,-145.752983,OP,"Includes EIA: Orca, Humpback Creek, Power Creek, Eyak Service Center BESS"
P135,,331930.0,Diomede,AEA-028,,Diomede Joint Utilities,110-0000,Diomede_grid,0.0,1.0,False,,1.0,Electric Utility,1.0,,,,65.758611,-168.953056,OP,
P136,54834.0,,Fort Greely Power Plant,AEA-116,19272.0,Doyon Utilities - Fort Greely,215-1985,Railbelt_grid,1.0,0.0,False,7.4,6.0,Commercial NAICS Non-Cogen,4.0,14.4, ,,63.973572,-145.716581,OP,
P137,50308.0,,Utility Plants Section,AEA-118,56389.0,Doyon Utilities - Fort Wainwright,215-1985,Railbelt_grid,1.0,0.0,True,20.0,1.0,Electric Utility,1.0,138.0, ,,64.825601,-147.648627,OP,
P138,58380.0,,JBER Landfill Gas Power Plant,AEA-122,58368.0,Doyon Utilities LLC,215-1985,Railbelt_grid,1.0,0.0,False,11.5,6.0,Commercial NAICS Non-Cogen,4.0,34.5, ,,61.286,-149.61,OP,
P139,7180.0,331940.0,Egegik,AEA-029,5553.0,Egegik Light & Power Co,111-0000,Egegik_grid,0.0,1.0,True,1.03,1.0,Electric Utility,1.0,7.2,,,58.21556,-157.37583,OP,
P140,,331960.0,Elfin Cove,AEA-031,,Elfin Cove Utility Commission,112-0000,Elfin Cove_grid,0.0,1.0,True,0.34700000000000003,1.0,Electric Utility,1.0,2.4,,,58.19444,-136.34333,OP,
P141,,331970.0,False Pass,AEA-032,,"False Pass, City of",113-0000,False Pass_grid,0.0,1.0,True,0.503,1.0,Electric Utility,1.0,7.2,,,54.85394,-163.40883,OP,
P142,58425.0,,Fire Island Wind,AEA-115,58422.0,Fire Island Wind LLC,215-1985,Railbelt_grid,1.0,0.0,False,18.0,7.0,NAICS-22 Non-Cogen,2.0,34.5, ,,61.13,-150.243611,OP,
P143,,331980.0,Cold Bay,AEA-034,,G & K Inc,114-0000,Cold Bay_grid,0.0,1.0,False,2.595,1.0,Electric Utility,1.0,7.2,,,55.18583,-162.72111,OP,
P144,7437.0,331990.0,Galena Electric Utility,AEA-033,6915.0,"Galena, City of",115-0000,Galena_grid,1.0,1.0,False,3.9,1.0,Electric Utility,1.0,4.16, ,,64.74417,-156.8736,OP,
P145,,331830.0,Central,AEA-139,,Gold Country Energy,116-0000,Central_grid,0.0,1.0,True,0.34500000000000003,1.0,Electric Utility,1.0,7.2,,,65.5725,-144.80306,OP,
P146,57583.0,,Battery Energy Storage System,AEA-104,7353.0,Golden Valley Elec Assn Inc,215-1985,Railbelt_grid,1.0,0.0,False,40.0,1.0,Electric Utility,1.0,138.0, ,,64.8167,-147.725,OP,
P147,56325.0,,Delta Power,AEA-104,7353.0,Golden Valley Elec Assn Inc,215-1985,Railbelt_grid,1.0,0.0,False,23.1,1.0,Electric Utility,1.0,138.0, ,,64.028056,-145.719444,,
P148,57935.0,,Eva Creek Wind,AEA-104,7353.0,Golden Valley Elec Assn Inc,215-1985,Railbelt_grid,1.0,0.0,False,24.6,1.0,Electric Utility,1.0,138.0, ,,64.058333,-148.9,OP,
P149,6286.0,,Fairbanks,AEA-104,7353.0,Golden Valley Elec Assn Inc,215-1985,Railbelt_grid,1.0,0.0,False,42.2,1.0,Electric Utility,1.0,69.0, ,,64.854171,-147.719351,,
P150,6288.0,,Healy,AEA-104,7353.0,Golden Valley Elec Assn Inc,215-1985,Railbelt_grid,1.0,0.0,False,92.8,1.0,Electric Utility,1.0,138.0, ,,63.8542,-148.95,OP,
P151,6285.0,,North Pole,AEA-104,7353.0,Golden Valley Elec Assn Inc,215-1985,Railbelt_grid,1.0,0.0,False,181.0,1.0,Electric Utility,1.0,138.0, ,,64.7356,-147.3481,OP,
P152,,,GVEA Solar Farm,AEA-104,7353.0,Golden Valley Elec Assn Inc,215-1985,Railbelt_grid,0.0,0.0,False,,,,,,,,,,OP,
P279,55982.0,,Chena 6,AEA-104,7353.0,Golden Valley Elec Assn Inc,215-1985,Railbelt_grid,0.0,0.0,,,,,,,,,,,,
P153,,332000.0,Golovin,AEA-035,,Golovin Power Utilities,117-0000,Golovin_grid,0.0,1.0,True,0.72,1.0,Electric Utility,1.0,7.2,,,64.54333,-163.02917,OP,
P154,7174.0,332020.0,Gwitchyaa Zhee,AEA-037,7833.0,Gwitchyaa Zhee Utilities Company,119-0000,Fort Yukon_grid,1.0,1.0,True,3.4,1.0,Electric Utility,1.0,4.16, ,,66.566287,-145.253052,OP,
P293,59037.0,,Hiilangaay Hydro,AEA-159,60222.0,"Haida Energy, Inc.",023-2015,Prince of Wales Is._grid,1.0,0.0,False,5.0,1.0,Electric Utility,1.0,,,,,,,
P155,6292.0,,Bernice Lake,AEA-105,19558.0,Homer Electric Assn Inc,215-1985,Railbelt_grid,1.0,0.0,False,76.7,1.0,Electric Utility,1.0,69.0,115,,60.6935,-151.3874,OP,
P156,7367.0,,Bradley Lake,AEA-105,19558.0,Homer Electric Assn Inc,215-1985,Railbelt_grid,1.0,0.0,False,126.0,1.0,Electric Utility,1.0,115.0, ,,59.77862,-150.94015,OP,
P157,55966.0,,Nikiski Co-Generation,AEA-105,19558.0,Homer Electric Assn Inc,215-1985,Railbelt_grid,1.0,0.0,False,80.8,1.0,Electric Utility,1.0,115.0, ,,60.676539,-151.377713,OP,
P158,6283.0,,Seldovia,AEA-105,19558.0,Homer Electric Assn Inc,215-1985,Railbelt_grid,1.0,0.0,False,2.2,1.0,Electric Utility,1.0,12.4, ,,59.439542,-151.713439,,
P159,57206.0,,Soldotna,AEA-105,19558.0,Homer Electric Assn Inc,215-1985,Railbelt_grid,1.0,0.0,False,50.0,1.0,Electric Utility,1.0,115.0, ,,60.499444,-150.997222,OP,
P160,,332030.0,Hughes,AEA-038,,Hughes Power & Light,120-0000,Hughes_grid,0.0,1.0,True,0.365,1.0,Electric Utility,1.0,7.2,,,66.04889,-154.25556,OP,
P283,54883.0,,Bering Star,AEA-163,9183.0,Icicle Seafoods Inc,,,0.0,0.0,,,,,,,,,,,,
P161,,332040.0,Igiugig,AEA-039,,Igiugig Electric Company,121-0000,Igiugig_grid,0.0,1.0,True,0.201,1.0,Electric Utility,1.0,7.2,,,59.32778,-155.89472,OP,
P162,7183.0,332050.0,Newhalen,AEA-040,9188.0,"I-N-N Electric Coop, Inc",123-1983,Newhalen_grid,1.0,1.0,True,1.7,1.0,Electric Utility,1.0,2.5, ,,59.899054,-154.698735,OP,
P278,7466.0,331155.0,Klawock,AEA-041,18963.0,"Inside Passage Elec Coop, Inc",023-2015,Prince of Wales Is._grid,0.0,1.0,,,,,,,,,,,OP,
P163,7462.0,332650.0,Angoon,AEA-041,18963.0,"Inside Passage Elec Coop, Inc",125-0000,Angoon_grid,1.0,1.0,True,1.585,1.0,Electric Utility,1.0,12.47, ,,57.499166,-134.58614,OP,
P164,7463.0,332670.0,Hoonah,AEA-041,18963.0,"Inside Passage Elec Coop, Inc",128-0000,Hoonah_grid,1.0,1.0,True,3.0500000000000003,1.0,Electric Utility,1.0,12.47, ,,58.106432,-135.43074,OP,
P165,7464.0,332680.0,Kake,AEA-041,18963.0,"Inside Passage Elec Coop, Inc",129-0000,Kake_grid,1.0,1.0,False,3.1,1.0,Electric Utility,1.0,12.47, ,,56.962983,-133.922557,OP,
P166,7467.0,332660.0,Chilkat Valley,AEA-041,18963.0,"Inside Passage Elec Coop, Inc",032-1998,UpperLynnCanal_grid,0.0,1.0,False,0.6,1.0,Electric Utility,1.0,,,,,,OP,
P167,,332700.0,Klukwan,AEA-041,,"Inside Passage Elec Coop, Inc",032-1998,UpperLynnCanal_grid,0.0,1.0,False,,1.0,Electric Utility,1.0,,,,,,OP,
P168,,,10 Mile Creek,AEA-041,18963.0,"Inside Passage Elec Coop, Inc",032-1998,UpperLynnCanal_grid,0.0,,False,0.6,1.0,Electric Utility,1.0,,,,,,OP,
P169,,332060.0,Deering,AEA-042,,Ipnatchiaq Electric Company,130-0000,Deering_grid,0.0,1.0,True,0.577,1.0,Electric Utility,1.0,7.2,,,66.07497,-162.71274,OP,
P170,59027.0,,Mahoney Lake Hydroelectric,AEA-160,60223.0,Ketchikan Electric Company,217-2009,SEAPA_grid,0.0,0.0,False,,,Electric Utility,1.0,34.5,,,55.419444,-131.537778,,
P171,6580.0,,Beaver Falls,AEA-131,10210.0,Ketchikan Public Utilities,217-2009,SEAPA_grid,1.0,0.0,False,5.4,1.0,Electric Utility,1.0,34.5, ,,55.37975,-131.470269,OP,
P172,84.0,,Ketchikan,AEA-131,10210.0,Ketchikan Public Utilities,217-2009,SEAPA_grid,1.0,0.0,False,4.2,1.0,Electric Utility,1.0,34.5, ,,55.344641,-131.633425,,
P173,85.0,,S W Bailey,AEA-131,10210.0,Ketchikan Public Utilities,217-2009,SEAPA_grid,1.0,0.0,False,25.9,1.0,Electric Utility,1.0,34.5, ,,55.357397,-131.69696,,
P174,6581.0,,Silvis,AEA-131,10210.0,Ketchikan Public Utilities,217-2009,SEAPA_grid,1.0,0.0,False,2.1,1.0,Electric Utility,1.0,34.5, ,,55.381402,-131.517758,OP,
